"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.17409057737317,0.0139818416857762
"ES",0.153570676354995,0.0131607098195318
"ES",0.137084110564973,0.012203978195559
"ES",0.127538824342747,0.0110513802548673
"ES",0.108184486359918,0.0418058938987249
"ES",0.0889981609167679,0.169633682489784
"ES",0.0729798219802767,0.335297077695209
"ES",0.0634638179837166,0.434430278786799
"ES",0.0669037925108115,0.471665424168012
"ES",0.0798735618558069,0.479643508109969
"ES",0.103138890378183,0.465404291623635
"ES",0.127658095648775,0.45796780041614
"ES",0.147977466783567,0.45286100024904
"ES",0.166061819314864,0.428867302181685
"ES",0.174502298157908,0.423557998083915
"ES",0.180131445573558,0.381767706202767
"ES",0.18180080885498,0.29401146344306
"ES",0.171203471154689,0.155266465189278
"ES",0.1523974038783,0.0456749058905421
"ES",0.13278306333489,0.018810962033415
"ES",0.123127889797642,0.0177945090322052
