"zone","Wind","Solar"
"ES",0.241767101646003,0.0174934958662772
"ES",0.234007196461051,0.0168690715691482
"ES",0.207858309985127,0.0152495172707374
"ES",0.179651019182933,0.0140457848887379
"ES",0.157759979832587,0.0133543983853552
"ES",0.139293946516467,0.0124634601606738
"ES",0.125497662892453,0.0113186252112156
"ES",0.105359509631126,0.0422513207794027
"ES",0.0862025170281456,0.169997056258697
"ES",0.0714450154913023,0.335562989093891
"ES",0.0638334794790188,0.434702380482966
"ES",0.0683626896829181,0.471781438744032
"ES",0.0816863515842851,0.479571533100589
"ES",0.104879446560203,0.464905689118683
"ES",0.129190572486387,0.457432033042314
"ES",0.149059716336537,0.452363698650805
"ES",0.166574111660228,0.428347707228327
"ES",0.175497130618215,0.423391695577249
"ES",0.181915204503595,0.381672236407136
"ES",0.184032982537616,0.293988420349705
"ES",0.173631398598523,0.155417037112062
"ES",0.155022446220327,0.0456716575259287
"ES",0.135601330268006,0.0187976668884071
"ES",0.124859631500782,0.0177879028285154
