"zone","Wind","Solar"
"ES",0.250775143180601,0.0174534521304391
"ES",0.238790497457331,0.0168869994689264
"ES",0.21121285536756,0.0152752344514155
"ES",0.182050491575995,0.0140733780109177
"ES",0.159252239840282,0.0134233916445621
"ES",0.139961972997217,0.0125419007453047
"ES",0.12496316536108,0.0113886058437714
"ES",0.104428120821835,0.0423981770730466
"ES",0.0851428642098833,0.170134788406872
"ES",0.0708030299534575,0.335674215671005
"ES",0.0640001377202592,0.434825054850456
"ES",0.0690608289409786,0.471836956248333
"ES",0.0825973185635325,0.479535364064629
"ES",0.105790735559489,0.464644639815896
"ES",0.130021499203282,0.45714153375774
"ES",0.149664567383452,0.452085765163561
"ES",0.166868112605796,0.428049515367795
"ES",0.176081584052355,0.423293994632612
"ES",0.182985230088574,0.381614966827599
"ES",0.185397287433189,0.293974336407529
"ES",0.175140620825573,0.155510634016373
"ES",0.156679397534789,0.0456696071277581
"ES",0.137405284838012,0.0187891567514452
"ES",0.12598239051541,0.0177836197563161
