"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.230729686959957,0.0168567874034846
"ES",0.205900972544829,0.0152345116008592
"ES",0.178392722420312,0.0140313149009148
"ES",0.157035596791739,0.0133209072064422
"ES",0.138988224920759,0.0124275619120374
"ES",0.125731127112816,0.0112880582340807
"ES",0.105751183851531,0.0421895637304122
"ES",0.0866342965636637,0.169940934176125
"ES",0.0716997261943717,0.335518859439893
"ES",0.0637688507788035,0.43465480836855
"ES",0.0680972694554016,0.471760331968482
"ES",0.0813459787895584,0.479585047263157
"ES",0.104544136978855,0.465001742437112
"ES",0.128888979710639,0.457537472527899
"ES",0.148842850855746,0.452463349928002
"ES",0.166469856427186,0.42845344859542
"ES",0.175291941105131,0.423425996358264
"ES",0.181542946822133,0.381692160268019
"ES",0.183562283694068,0.293993279450715
"ES",0.173114669227521,0.155384991288309
"ES",0.154459121425497,0.0456723546134766
"ES",0.134992010868286,0.0188005413463515
"ES",0.124482683026264,0.0177893408018568
