"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.17409057737317,0.0139818416857762
"ES",0.153570676354995,0.0131607098195318
"ES",0.137084110564973,0.012203978195559
"ES",0.127538824342747,0.0110513802548673
"ES",0.109401137614112,0.0416140589828813
"ES",0.0898705929160917,0.169520285034191
"ES",0.0733817256510393,0.335227446267406
"ES",0.0633774897881988,0.434366734033759
"ES",0.0665898670118149,0.471640460151106
"ES",0.0795069064513596,0.479658065797361
"ES",0.102803580796835,0.465500344942064
"ES",0.127374285959906,0.458067022778228
"ES",0.147783474000505,0.452950141354064
"ES",0.165972482131067,0.428957912846217
"ES",0.174332843576504,0.423586325186998
"ES",0.17983372891582,0.381783640501955
"ES",0.181434819231814,0.294015241613692
"ES",0.170811584310327,0.155242161680613
"ES",0.15197957174604,0.045675422937864
"ES",0.132340042881777,0.0188130519778047
"ES",0.122858711286207,0.0177955358874644
