"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.232646907113854,0.0168639731797504
"ES",0.207003287826433,0.0152429623558884
"ES",0.17908521309979,0.0140392783098636
"ES",0.157428112516212,0.0133390548073842
"ES",0.139152041843429,0.0124467975195424
"ES",0.125607080106497,0.0113042994465454
"ES",0.105544444385407,0.0422221612787637
"ES",0.086407594232225,0.169970400618876
"ES",0.0715665739586486,0.335541928600398
"ES",0.0638025131236071,0.434679586662298
"ES",0.0682350888520177,0.471771291657191
"ES",0.0815222484533266,0.479578048651844
"ES",0.104717384410786,0.464952113700948
"ES",0.129044491559201,0.457483104218598
"ES",0.148954474636579,0.452412057982944
"ES",0.16652343277898,0.428399108525216
"ES",0.175397236971775,0.423408394433052
"ES",0.18173373082499,0.381681949185425
"ES",0.183803238793494,0.293990792031884
"ES",0.173378907861657,0.155401378482793
"ES",0.154746908849354,0.0456719984902748
"ES",0.135303019483254,0.0187990741664382
"ES",0.124674927754215,0.0177886074316152
