"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.176241649896741,0.0140065782933455
"ES",0.155935852508517,0.0132700615481773
"ES",0.138557334532636,0.0123769661723022
"ES",0.126043700604652,0.0112471336471651
"ES",0.106256139745566,0.0421099450466661
"ES",0.0871750453105708,0.169870648432294
"ES",0.0720114669004083,0.335464849108451
"ES",0.0636912167224729,0.434597663227181
"ES",0.067783343956405,0.471735367951576
"ES",0.0809486319660128,0.479600823522755
"ES",0.104157050475063,0.465112627855473
"ES",0.128544164299114,0.457658023026904
"ES",0.148596989051447,0.45257632522828
"ES",0.166352537136322,0.428572440245433
"ES",0.175062558745099,0.423464341369087
"ES",0.181129246120316,0.381714302229463
"ES",0.183041950262975,0.293998650937674
"ES",0.172546184543503,0.155349735773502
"ES",0.153842068927984,0.0456731181864924
"ES",0.134327225551798,0.0188036774641826
"ES",0.124072916705569,0.0177909039678733
