"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.17409057737317,0.0139818416857762
"ES",0.153570676354995,0.0131607098195318
"ES",0.137084110564973,0.012203978195559
"ES",0.126877403167307,0.010913959495231
"ES",0.107420364082524,0.041118450807308
"ES",0.0882980639378853,0.168694459884877
"ES",0.0726069515237222,0.334326557065826
"ES",0.0635531991714059,0.433140257631193
"ES",0.0672603048096843,0.470985789846962
"ES",0.080325644198231,0.480147375895218
"ES",0.103584659569442,0.469476392163443
"ES",0.128062816533526,0.462980577921047
"ES",0.148272989387052,0.458116029039412
"ES",0.166206702346599,0.434997682829355
"ES",0.174793989241959,0.42572809611881
"ES",0.180673957932681,0.383134668047146
"ES",0.182505141982665,0.294371050613679
"ES",0.171998221790456,0.15272052810947
"ES",0.15328858760046,0.045734116706188
"ES",0.133774999708786,0.0190710497796658
"ES",0.123759502708834,0.0179326578419297
