"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.17409057737317,0.0139818416857762
"ES",0.155103507176741,0.0130482497168355
"ES",0.138283354403825,0.0119805197725373
"ES",0.126215981991867,0.0107765387355948
"ES",0.106499356839797,0.0408880061290151
"ES",0.0874019126964494,0.168509620240423
"ES",0.0721241060845681,0.334193807364892
"ES",0.06366752144308,0.433006721137447
"ES",0.0677047883874478,0.470929699815361
"ES",0.0808708327295725,0.480181725607198
"ES",0.104102261950175,0.469711682865343
"ES",0.12851408212381,0.463230933142354
"ES",0.14858893658607,0.458346411302189
"ES",0.166355120880703,0.435236561451569
"ES",0.175080254861131,0.425804034289319
"ES",0.181184127403226,0.383177997817644
"ES",0.183140078092696,0.294381451848778
"ES",0.172685430937454,0.152652898120941
"ES",0.154028256646011,0.0457355691789343
"ES",0.134565864691036,0.0190769702388289
"ES",0.124243644137854,0.0179355886216819
