"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.17409057737317,0.0139818416857762
"ES",0.153570676354995,0.0131607098195318
"ES",0.137084110564973,0.012203978195559
"ES",0.127538824342747,0.0110513802548673
"ES",0.109401137614112,0.0416140589828813
"ES",0.0898300446038787,0.16901044534416
"ES",0.0733399981046684,0.334528095087105
"ES",0.0633920709792721,0.433328466748332
"ES",0.066665208123137,0.471060885966647
"ES",0.0796227739353462,0.480103091414342
"ES",0.102936428665117,0.469181720596718
"ES",0.127510512087618,0.462674167893869
"ES",0.14789346353299,0.457839286516253
"ES",0.166031160479219,0.43471514938652
"ES",0.174459806439366,0.425639446875085
"ES",0.180085010501175,0.383084647498061
"ES",0.181779210283772,0.294359158730154
"ES",0.171219128316497,0.152797200666779
"ES",0.152456231800511,0.0457324822263867
"ES",0.132890887877878,0.019064431269417
"ES",0.123221462370278,0.0179294007818321
