"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.204419554813453,0.01516905006039
"ES",0.177592638875617,0.0139179343157681
"ES",0.156636337998487,0.0129357896141391
"ES",0.138840971033775,0.0118766175228509
"ES",0.125829075407052,0.010696152744387
"ES",0.105892704877783,0.0407362160998638
"ES",0.0867660832718919,0.168378474425594
"ES",0.0717634640693231,0.334094655305485
"ES",0.0637561966861295,0.432903142185897
"ES",0.0680597016699101,0.470884912790093
"ES",0.0813162841943133,0.480209791365437
"ES",0.104533154920042,0.469907557368817
"ES",0.128895621743964,0.46344260546592
"ES",0.148859581334545,0.458543759940684
"ES",0.166483686862847,0.435443487526292
"ES",0.175330637065063,0.425870453604881
"ES",0.181634128768141,0.38321621738387
"ES",0.183704311064367,0.294390694857163
"ES",0.173300160466958,0.152592401034705
"ES",0.154693828357001,0.0457368761482832
"ES",0.135281289090665,0.0190823259456023
"ES",0.124683708933137,0.0179382525808358
