"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.176300132173901,0.0139415206245656
"ES",0.156000155727412,0.0129824647739309
"ES",0.138597387804411,0.0119220050600179
"ES",0.12600305193294,0.0107322991322471
"ES",0.106170635126359,0.0408057568632255
"ES",0.0870612118066985,0.168439347469026
"ES",0.0719324854487614,0.334141124704908
"ES",0.0637143273635398,0.432952048514054
"ES",0.0678911327182327,0.470906184752207
"ES",0.0811036963576871,0.480196397226458
"ES",0.10432669579577,0.469813705574328
"ES",0.128712196490325,0.463340843951289
"ES",0.148729096021705,0.458448612708093
"ES",0.166421548228679,0.435343475816799
"ES",0.175209360736707,0.425838282425792
"ES",0.181415749575407,0.383197669977862
"ES",0.183430035184557,0.294386201794219
"ES",0.173000887987807,0.15262185319555
"ES",0.154369365618463,0.0457362390075407
"ES",0.134932097070205,0.0190797118747513
"ES",0.124468678995485,0.0179369508839564
