"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.17409057737317,0.0139818416857762
"ES",0.153570676354995,0.0131607098195318
"ES",0.137515000953096,0.0122545739352942
"ES",0.126687615350068,0.0111628272499391
"ES",0.107202216981418,0.0419607727622538
"ES",0.0881257289174441,0.169747079945377
"ES",0.0725349290385171,0.335374157187156
"ES",0.0635653196107475,0.434504992451137
"ES",0.0672880062698754,0.471695977655407
"ES",0.0803353720280391,0.479625172397362
"ES",0.1035704221444,0.465280674344386
"ES",0.128029536716132,0.457837941353801
"ES",0.148234800453569,0.452742753542427
"ES",0.166181641493665,0.42874577196565
"ES",0.17473168051794,0.423519653073091
"ES",0.180537609347576,0.381745967630449
"ES",0.182303472857956,0.294006274360492
"ES",0.171744843107967,0.155300039263393
"ES",0.152977566526619,0.0456741879669541
"ES",0.133400974857236,0.0188080470422212
"ES",0.12350483827216,0.0177930710588638
