"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.17409057737317,0.0139818416857762
"ES",0.153570676354995,0.0131607098195318
"ES",0.137084110564973,0.012203978195559
"ES",0.127538824342747,0.0110513802548673
"ES",0.108689442253953,0.0417262752149788
"ES",0.0893904589397858,0.169582692157381
"ES",0.0731663708201139,0.335264757358228
"ES",0.0634230568542016,0.434400275195352
"ES",0.0667539742972103,0.471653510308102
"ES",0.0796972921920387,0.479650506721283
"ES",0.102976828228766,0.465450716205899
"ES",0.127520366887093,0.458015951601944
"ES",0.147883024108638,0.452904397350065
"ES",0.166018214663236,0.428911528407461
"ES",0.174419413345651,0.423571853635069
"ES",0.179985565205771,0.381775513966846
"ES",0.181621203611459,0.294013317537312
"ES",0.171010906737253,0.155254522989495
"ES",0.152191858010817,0.045675160243743
"ES",0.132564909837762,0.0188119911702736
"ES",0.12299522350727,0.0177950151241561
