"zone","Wind","Solar"
"ES",0.233547360227273,0.0175300353463368
"ES",0.227452177458864,0.0168445032378209
"ES",0.201691405003701,0.0152022395053321
"ES",0.17409057737317,0.0139818416857762
"ES",0.153570676354995,0.0131607098195318
"ES",0.137084110564973,0.012203978195559
"ES",0.127538824342747,0.0110513802548673
"ES",0.109401137614112,0.0416140589828813
"ES",0.0904895932705482,0.169439828259037
"ES",0.0736364363541087,0.335183316613408
"ES",0.0633258301094747,0.434328708200982
"ES",0.0664084548242819,0.471626033871842
"ES",0.0792999453684931,0.47966628298088
"ES",0.102617488877706,0.465553653130554
"ES",0.127218774111344,0.458121391087528
"ES",0.147678232300547,0.452998500686203
"ES",0.16592440333741,0.429006676991874
"ES",0.174242245886306,0.42360147007177
"ES",0.179675429596273,0.381792112949342
"ES",0.181241123822129,0.29401724116303
"ES",0.170605012225359,0.155229350772236
"ES",0.15176008798078,0.0456756945385482
"ES",0.132108036111398,0.0188141464673361
"ES",0.122718123476947,0.0177960721982217
